sample_id,sampling_version,run_id,source_run_id,replay_run_id,ticker,analysis_date,claim_id,source_agent_output_id,agent,claim,evidence,target_alpha_id,target_alpha_name,matched_alpha_id,matched_alpha_name,match_status,match_score,relation,direction,assertion_status,semantic_polarity,claim_quality,ticker_specific,evidence_stance,counter_alpha_id,stance_reason_codes,stance_confidence_band,requires_manual_review,evidence_fact_group_ids,fact_group_member_count,duplicate_or_paraphrase_member,used_in_activation,activation_score,used_in_conflict,conflict_ids,conflict_side,reviewer_expected_stance,reviewer_counter_alpha_id,reviewer_should_be_admissible,reviewer_confidence,reviewer_notes,review_status
evrs-029,evidence_review_sample.v1,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,AMD,2026-07-31,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:sentiment_agent:sentiment_report:claim:66,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:sentiment_agent:sentiment_report,sentiment_agent,The dominant tension is between a strong AI growth narrative and a rich valuation ahead of a high-stakes earnings report.,The dominant tension is between a strong AI growth narrative and a rich valuation ahead of a high-stakes earnings report.,A101,AI Expansion,A304,Multiple Compression,matched,0.2673,activation,positive,asserted,activation,analytical,true,supports_counter_alpha,A304,CANONICAL_COUNTER_ALPHA_SUPPORTED,medium,false,83f0970444dc03651e1246ac,5,false,true,26.4812,true,,,,,,,,pending
evrs-030,evidence_review_sample.v1,review-sample-a364e0ee-3bb4-4032-88b7-5cd82e379805,a364e0ee-3bb4-4032-88b7-5cd82e379805,review-sample-a364e0ee-3bb4-4032-88b7-5cd82e379805,QQQ,2026-07-31,a364e0ee-3bb4-4032-88b7-5cd82e379805:fundamental_agent:fundamentals_report:claim:80,a364e0ee-3bb4-4032-88b7-5cd82e379805:fundamental_agent:fundamentals_report,fundamental_agent,"The primary fundamental supports are AI CapEx / Datacenter CapEx and Semiconductor Cycle strength driving Revenue Growth among top holdings, alongside potential Rate Cut Cycle tailwinds and Liquidity Expansion supporting the premium multiple.","The primary fundamental supports are AI CapEx / Datacenter CapEx and Semiconductor Cycle strength driving Revenue Growth among top holdings, alongside potential Rate Cut Cycle tailwinds and Liquidity Expansion supporting the premium multiple.",A301,Revenue Expansion,A003,Liquidity Expansion,matched,0.7596,activation,positive,asserted,activation,analytical,true,mentions_alpha,,COUNTER_ALPHA_NOT_CANONICAL|INSUFFICIENT_ALPHA_RELATIVE_SEMANTICS,low,true,396fccaca2bfac95681b0f7e,1,false,true,60.0,true,,,,,,,,pending
evrs-031,evidence_review_sample.v1,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,AMD,2026-07-31,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:research_manager:investment_plan:claim:5,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:research_manager:investment_plan,research_manager,"The evidence cited—Microsoft's and Amazon's record single-day surges on AI-driven earnings, a combined $750 billion in 2026 AI CapEx plans, and AMD's own 34% revenue growth in 2025—is compelling.","The evidence cited—Microsoft's and Amazon's record single-day surges on AI-driven earnings, a combined $750 billion in 2026 AI CapEx plans, and AMD's own 34% revenue growth in 2025—is compelling.",A101,AI Expansion,A301,Revenue Expansion,matched,0.7146,activation,positive,asserted,activation,analytical,true,mentions_alpha,,COUNTER_ALPHA_NOT_CANONICAL|INSUFFICIENT_ALPHA_RELATIVE_SEMANTICS,low,true,f28865c3f296b039aadd6334,1,false,true,26.4812,true,,,,,,,,pending
evrs-032,evidence_review_sample.v1,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,0cb43bae-1a4d-4003-bb29-55d420498842,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,MSFT,2026-07-31,0cb43bae-1a4d-4003-bb29-55d420498842:news_agent:news_report:claim:44,0cb43bae-1a4d-4003-bb29-55d420498842:news_agent:news_report,news_agent,Market: US recession by end 2026; Probability: 12%; Notes: Low recession risk,Market: US recession by end 2026; Probability: 12%; Notes: Low recession risk,A501,Recession Risk,A501,Recession Risk,matched,0.8438,risk_relief,positive,asserted,risk_relief,analytical,true,opposes_alpha,,RISK_RELIEF_OPPOSES_RISK_ALPHA,high,false,,0,false,false,31.3268,false,,,,,,,,pending
evrs-033,evidence_review_sample.v1,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,0cb43bae-1a4d-4003-bb29-55d420498842,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,MSFT,2026-07-31,0cb43bae-1a4d-4003-bb29-55d420498842:news_agent:news_report:claim:54,0cb43bae-1a4d-4003-bb29-55d420498842:news_agent:news_report,news_agent,"Valuation risk: After a 15% single-day jump, the stock is priced for continued perfection; any disappointment could trigger sharp profit-taking.","Valuation risk: After a 15% single-day jump, the stock is priced for continued perfection; any disappointment could trigger sharp profit-taking.",A304,Multiple Compression,A304,Multiple Compression,matched,0.5262,conditional,negative,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,d1a1693f3389a2a548df7d39,1,false,true,39.7525,true,A301__A304|A304__A601,bear,,,,,,pending
evrs-034,evidence_review_sample.v1,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,0cb43bae-1a4d-4003-bb29-55d420498842,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,MSFT,2026-07-31,0cb43bae-1a4d-4003-bb29-55d420498842:fundamental_agent:fundamentals_report:claim:115,0cb43bae-1a4d-4003-bb29-55d420498842:fundamental_agent:fundamentals_report,fundamental_agent,This investment is driving near-term FCF compression but positions Microsoft for significant AI/cloud revenue growth.,This investment is driving near-term FCF compression but positions Microsoft for significant AI/cloud revenue growth.,A301,Revenue Expansion,A301,Revenue Expansion,matched,0.6716,mixed,neutral,mixed,mixed,analytical,true,neutral_background,,MIXED_STANCE_UNRESOLVED,low,true,2964868f652f9f8f16a286e6,1,false,true,60.0,true,A301__A304,bull,,,,,,pending
evrs-035,evidence_review_sample.v1,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,e434f80b-e4d0-4b09-9471-d84532659de5,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,NVDA,2026-07-30,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report:claim:7,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report,news_agent,"The market is pricing a ""no rate cuts in 2026"" base case (89%), a low US recession probability (12%), and a modest 20% chance of an AI bubble burst — a backdrop that is broadly supportive of growth/tech equities but leaves NVDA exposed to multiple-compression risk given its premium valuation.","The market is pricing a ""no rate cuts in 2026"" base case (89%), a low US recession probability (12%), and a modest 20% chance of an AI bubble burst — a backdrop that is broadly supportive of growth/tech equities but leaves NVDA exposed to multiple-compression risk given its premium valuation.",A001,Rate Cut Cycle,A304,Multiple Compression,matched,0.08,invalidation,neutral,mixed,mixed,analytical,true,opposes_alpha,,INVALIDATION_OF_OPPORTUNITY_ALPHA,high,false,9d4d18645fd5d34e198097f3,1,false,true,0.0,true,,,,,,,,pending
evrs-036,evidence_review_sample.v1,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,AMD,2026-07-31,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:bull_researcher:investment_debate_state.bull_history:claim:20,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:bull_researcher:investment_debate_state.bull_history,bull_researcher,"Let me walk you through the numbers, because the bear narrative that AMD is ""priced for perfection"" ignores how dramatically the underlying business has improved.","Let me walk you through the numbers, because the bear narrative that AMD is ""priced for perfection"" ignores how dramatically the underlying business has improved.",A601,Narrative Momentum,A304,Multiple Compression,matched,0.3123,activation,unknown,asserted,activation,analytical,true,supports_counter_alpha,A304,CANONICAL_COUNTER_ALPHA_SUPPORTED,medium,false,83f0970444dc03651e1246ac,5,true,true,45.8413,true,,,,,,,,pending
evrs-037,evidence_review_sample.v1,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,AMD,2026-07-31,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:fundamental_agent:fundamentals_report:claim:77,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:fundamental_agent:fundamentals_report,fundamental_agent,⚠️ Valuation risk: TTM P/E of 162x leaves little room for disappointment; any AI demand slowdown could trigger sharp multiple compression.,⚠️ Valuation risk: TTM P/E of 162x leaves little room for disappointment; any AI demand slowdown could trigger sharp multiple compression.,A304,Multiple Compression,A304,Multiple Compression,matched,0.7858,conditional,negative,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,d854989f417c7f6c07be86c8,1,false,true,73.8288,true,A301__A304|A304__A601,bear,,,,,,pending
evrs-038,evidence_review_sample.v1,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,e434f80b-e4d0-4b09-9471-d84532659de5,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,NVDA,2026-07-30,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report:claim:7,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report,news_agent,"The market is pricing a ""no rate cuts in 2026"" base case (89%), a low US recession probability (12%), and a modest 20% chance of an AI bubble burst — a backdrop that is broadly supportive of growth/tech equities but leaves NVDA exposed to multiple-compression risk given its premium valuation.","The market is pricing a ""no rate cuts in 2026"" base case (89%), a low US recession probability (12%), and a modest 20% chance of an AI bubble burst — a backdrop that is broadly supportive of growth/tech equities but leaves NVDA exposed to multiple-compression risk given its premium valuation.",A304,Multiple Compression,A304,Multiple Compression,matched,0.7678,mixed,neutral,mixed,mixed,analytical,true,neutral_background,,MIXED_STANCE_UNRESOLVED,low,true,9d4d18645fd5d34e198097f3,1,false,true,50.2356,true,A301__A304|A101__A304|A304__A601,bear,,,,,,pending
evrs-039,evidence_review_sample.v1,review-sample-1a338ced-118e-44d2-b3f6-2444bfb9d7e6,1a338ced-118e-44d2-b3f6-2444bfb9d7e6,review-sample-1a338ced-118e-44d2-b3f6-2444bfb9d7e6,TSM,2026-08-03,1a338ced-118e-44d2-b3f6-2444bfb9d7e6:neutral_risk_analyst:risk_debate_state.neutral_history:claim:42,1a338ced-118e-44d2-b3f6-2444bfb9d7e6:neutral_risk_analyst:risk_debate_state.neutral_history,neutral_risk_analyst,"If Apple even signals a willingness to dual-source, TSM's revenue growth narrative is immediately called into question.","If Apple even signals a willingness to dual-source, TSM's revenue growth narrative is immediately called into question.",A301,Revenue Expansion,A301,Revenue Expansion,matched,0.6896,conditional,positive,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,08c977ec94bbe31fc3e94b1e,2,false,true,69.8196,true,A301__A304,bull,,,,,,pending
evrs-040,evidence_review_sample.v1,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,e434f80b-e4d0-4b09-9471-d84532659de5,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,NVDA,2026-07-30,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report:claim:6,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report,news_agent,"NVDA enters the final days of July 2026 in a state of constructive tension: the long-term AI demand narrative remains firmly intact (hyperscaler capex is accelerating, CEO Jensen Huang is actively defending the growth thesis), yet the stock has experienced a recent selloff and is trading with elevated sensitivity to macro and valuation concerns.","NVDA enters the final days of July 2026 in a state of constructive tension: the long-term AI demand narrative remains firmly intact (hyperscaler capex is accelerating, CEO Jensen Huang is actively defending the growth thesis), yet the stock has experienced a recent selloff and is trading with elevated sensitivity to macro and valuation concerns.",A304,Multiple Compression,A601,Narrative Momentum,matched,0.2441,activation,neutral,asserted,activation,analytical,true,supports_counter_alpha,A601,CANONICAL_COUNTER_ALPHA_SUPPORTED,medium,false,ba23d2acf0a60bae949234ab,1,false,true,50.2356,true,,,,,,,,pending
evrs-041,evidence_review_sample.v1,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,0cb43bae-1a4d-4003-bb29-55d420498842,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,MSFT,2026-07-31,0cb43bae-1a4d-4003-bb29-55d420498842:trader:trader_investment_plan:claim:1,0cb43bae-1a4d-4003-bb29-55d420498842:trader:trader_investment_plan,trader,"Reasoning: The debate produced no decisive winner: the bull's case rests on exceptional FY2026 fundamentals (17.8% revenue growth, 46.8% operating margins, record $182.94B OCF) that justify long-term ownership, while the bear's case rests on objectively overbought technicals (RSI 74, price above upper Bollinger Band, unresolved death cross) and a hostile macro backdrop with no rate cuts.","Reasoning: The debate produced no decisive winner: the bull's case rests on exceptional FY2026 fundamentals (17.8% revenue growth, 46.8% operating margins, record $182.94B OCF) that justify long-term ownership, while the bear's case rests on objectively overbought technicals (RSI 74, price above upper Bollinger Band, unresolved death cross) and a hostile macro backdrop with no rate cuts.",A001,Rate Cut Cycle,A301,Revenue Expansion,matched,0.08,invalidation,positive,asserted,activation,analytical,true,opposes_alpha,,INVALIDATION_OF_OPPORTUNITY_ALPHA,high,false,efb3201e1674eb1ecd9facdd,1,false,true,13.1999,true,,,,,,,,pending
evrs-042,evidence_review_sample.v1,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,0cb43bae-1a4d-4003-bb29-55d420498842,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,MSFT,2026-07-31,0cb43bae-1a4d-4003-bb29-55d420498842:bear_researcher:investment_debate_state.bear_history:claim:84,0cb43bae-1a4d-4003-bb29-55d420498842:bear_researcher:investment_debate_state.bear_history,bear_researcher,"If the depreciation hits the income statement as expected, or if AI revenue growth decelerates, the forward EPS will be revised down, and the ""cheap"" 20x P/E will quickly become an expensive 25x+ P/E.","If the depreciation hits the income statement as expected, or if AI revenue growth decelerates, the forward EPS will be revised down, and the ""cheap"" 20x P/E will quickly become an expensive 25x+ P/E.",A301,Revenue Expansion,A301,Revenue Expansion,matched,0.6896,conditional,positive,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,7fdbcd36fd87000a02fef495,1,false,true,60.0,true,A301__A304,bull,,,,,,pending
evrs-043,evidence_review_sample.v1,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,e434f80b-e4d0-4b09-9471-d84532659de5,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,NVDA,2026-07-30,e434f80b-e4d0-4b09-9471-d84532659de5:research_manager:investment_plan:claim:24,e434f80b-e4d0-4b09-9471-d84532659de5:research_manager:investment_plan,research_manager,"Watch the inventory build ($25.80 billion) and receivables ($40.71 billion) in the next earnings report—if inventory continues to outpace revenue growth, treat it as a caution flag and reassess the overweight stance.","Watch the inventory build ($25.80 billion) and receivables ($40.71 billion) in the next earnings report—if inventory continues to outpace revenue growth, treat it as a caution flag and reassess the overweight stance.",A301,Revenue Expansion,A301,Revenue Expansion,matched,0.6896,conditional,positive,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,0f9ae13639deb4db3b0232c5,1,false,true,61.4936,true,A301__A304,bull,,,,,,pending
evrs-044,evidence_review_sample.v1,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,e434f80b-e4d0-4b09-9471-d84532659de5,review-sample-e434f80b-e4d0-4b09-9471-d84532659de5,NVDA,2026-07-30,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report:claim:15,e434f80b-e4d0-4b09-9471-d84532659de5:news_agent:news_report,news_agent,"The fact that Microsoft's massive AI investment is now translating into accelerated Azure growth validates the ROI of AI infrastructure spending, supporting the sustainability of the capex cycle.","The fact that Microsoft's massive AI investment is now translating into accelerated Azure growth validates the ROI of AI infrastructure spending, supporting the sustainability of the capex cycle.",A103,AI Infrastructure,A101,AI Expansion,matched,0.8461,activation,positive,asserted,activation,analytical,true,mentions_alpha,,COUNTER_ALPHA_NOT_CANONICAL|INSUFFICIENT_ALPHA_RELATIVE_SEMANTICS,low,true,ce390be3bbe84d520ffac1d1,1,false,true,40.9139,true,,,,,,,,pending
evrs-045,evidence_review_sample.v1,review-sample-183b04dd-aae3-4b33-bbb0-3c9bc3bc942f,183b04dd-aae3-4b33-bbb0-3c9bc3bc942f,review-sample-183b04dd-aae3-4b33-bbb0-3c9bc3bc942f,SNDK,2026-07-27,183b04dd-aae3-4b33-bbb0-3c9bc3bc942f:news_agent:news_report:claim:22,183b04dd-aae3-4b33-bbb0-3c9bc3bc942f:news_agent:news_report,news_agent,This is a headwind for any premium multiple attached to SNDK's AI supercycle narrative.,This is a headwind for any premium multiple attached to SNDK's AI supercycle narrative.,A601,Narrative Momentum,A601,Narrative Momentum,matched,0.3803,invalidation,negative,asserted,invalidation,analytical,true,opposes_alpha,,INVALIDATION_OF_OPPORTUNITY_ALPHA,high,false,,0,false,false,39.2116,false,,,,,,,,pending
evrs-046,evidence_review_sample.v1,review-sample-a364e0ee-3bb4-4032-88b7-5cd82e379805,a364e0ee-3bb4-4032-88b7-5cd82e379805,review-sample-a364e0ee-3bb4-4032-88b7-5cd82e379805,QQQ,2026-07-31,a364e0ee-3bb4-4032-88b7-5cd82e379805:conservative_risk_analyst:risk_debate_state.conservative_history:claim:30,a364e0ee-3bb4-4032-88b7-5cd82e379805:conservative_risk_analyst:risk_debate_state.conservative_history,conservative_risk_analyst,"The index-level valuation is still stretched, and any single earnings miss from a top-weighted constituent could trigger a significant multiple compression.","The index-level valuation is still stretched, and any single earnings miss from a top-weighted constituent could trigger a significant multiple compression.",A304,Multiple Compression,A304,Multiple Compression,matched,0.7858,conditional,unknown,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,2356bdad996fd10ef0e50244,4,false,true,64.7282,true,A301__A304|A304__A601,bear,,,,,,pending
evrs-047,evidence_review_sample.v1,review-sample-1a338ced-118e-44d2-b3f6-2444bfb9d7e6,1a338ced-118e-44d2-b3f6-2444bfb9d7e6,review-sample-1a338ced-118e-44d2-b3f6-2444bfb9d7e6,TSM,2026-08-03,1a338ced-118e-44d2-b3f6-2444bfb9d7e6:conservative_risk_analyst:risk_debate_state.conservative_history:claim:49,1a338ced-118e-44d2-b3f6-2444bfb9d7e6:conservative_risk_analyst:risk_debate_state.conservative_history,conservative_risk_analyst,"If Apple even signals a willingness to dual-source, TSM's revenue growth narrative is immediately called into question.","If Apple even signals a willingness to dual-source, TSM's revenue growth narrative is immediately called into question.",A301,Revenue Expansion,A301,Revenue Expansion,matched,0.6896,conditional,positive,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,08c977ec94bbe31fc3e94b1e,2,true,true,69.8196,true,A301__A304,bull,,,,,,pending
evrs-048,evidence_review_sample.v1,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,0cb43bae-1a4d-4003-bb29-55d420498842,review-sample-0cb43bae-1a4d-4003-bb29-55d420498842,MSFT,2026-07-31,0cb43bae-1a4d-4003-bb29-55d420498842:news_agent:news_report:claim:50,0cb43bae-1a4d-4003-bb29-55d420498842:news_agent:news_report,news_agent,Low recession risk (12%) supports continued risk appetite in growth names.,Low recession risk (12%) supports continued risk appetite in growth names.,A501,Recession Risk,A501,Recession Risk,matched,0.8438,risk_relief,positive,asserted,risk_relief,analytical,true,opposes_alpha,,RISK_RELIEF_OPPOSES_RISK_ALPHA,high,false,,0,false,false,31.3268,false,,,,,,,,pending
evrs-049,evidence_review_sample.v1,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,review-sample-b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6,AMD,2026-07-31,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:sentiment_agent:sentiment_report:claim:36,b71765a0-1c9f-435a-a5f7-4ce0ea8d28a6:sentiment_agent:sentiment_report,sentiment_agent,This is a notable mismatch: institutions are leaning into the AI growth story while retail is wary of the earnings event and the stock's rich valuation.,This is a notable mismatch: institutions are leaning into the AI growth story while retail is wary of the earnings event and the stock's rich valuation.,A101,AI Expansion,A304,Multiple Compression,matched,0.2673,activation,positive,asserted,activation,analytical,true,supports_counter_alpha,A304,CANONICAL_COUNTER_ALPHA_SUPPORTED,medium,false,83f0970444dc03651e1246ac,5,true,true,26.4812,true,,,,,,,,pending
evrs-050,evidence_review_sample.v1,review-sample-a364e0ee-3bb4-4032-88b7-5cd82e379805,a364e0ee-3bb4-4032-88b7-5cd82e379805,review-sample-a364e0ee-3bb4-4032-88b7-5cd82e379805,QQQ,2026-07-31,a364e0ee-3bb4-4032-88b7-5cd82e379805:fundamental_agent:fundamentals_report:claim:56,a364e0ee-3bb4-4032-88b7-5cd82e379805:fundamental_agent:fundamentals_report,fundamental_agent,Any earnings disappointment among top-weighted constituents could trigger multiple compression.,Any earnings disappointment among top-weighted constituents could trigger multiple compression.,A304,Multiple Compression,A304,Multiple Compression,matched,0.6896,conditional,unknown,conditional,activation,analytical,true,supports_alpha,,CONDITIONAL_SUPPORT,medium,true,2356bdad996fd10ef0e50244,4,true,true,64.7282,true,A301__A304|A304__A601,bear,,,,,,pending
